Week,Sales,rolling_mean_4,rolling_std_4,pct_change,iso_anomaly,rolling_mean_z,rolling_std_z,z_score,zscore_anomaly,any_anomaly
2015-01-04,304.508,2461.808,3050.8829181074784,0.0,False,,,,False,False
2015-01-11,4619.108,3018.0496666666672,2362.6590243216083,14.169085869665166,True,,,,False,True
2015-01-18,4130.533,3036.6732500000003,1929.4625663372994,-0.10577258639546849,False,3018.0496666666672,2362.6590243216083,0.4708607217043353,False,False
2015-01-25,3092.5440000000003,3592.52475,953.3629678904658,-0.2512966244307938,False,3036.6732500000003,1929.4625663372994,0.028956638483046363,False,False
2015-02-01,2527.9139999999998,2679.88125,1319.9096560207893,-0.18257783882783896,False,2934.9214,1686.38267930645,-0.24134937164285172,False,False
2015-02-08,968.534,2340.0115,943.1084566253951,-0.6168643395305378,False,2607.1901666666668,1708.67077012073,-0.959023935635584,False,False
2015-02-15,2771.054,1623.1035000000002,1227.446277488755,1.861080767427886,False,2630.5992857142855,1561.0250078723614,0.0899759539900971,False,False
2015-02-22,224.912,1563.53575,1173.4951624886453,-0.9188352157698839,False,2329.888375,1676.932120326703,-1.255254371649763,False,False
2015-03-01,2289.643,2329.08425,1583.2482624550446,9.180172689763108,True,2578.03025,1468.3113847949626,-0.19640741942504972,False,True
2015-03-08,4030.728,2671.22125,1837.9727544022292,0.7604176720999736,False,2504.48275,1362.383769736471,1.120275566916967,False,False
2015-03-15,4139.602,12040.9095,17129.486138228636,0.02701100148658009,True,2505.616375,1363.9329695322735,1.1979955478019817,False,True
2015-03-22,37703.665,12468.193,16823.756002701914,8.10804106288479,True,6832.0064999999995,12546.13840919608,2.460650240983446,True,True
2015-03-29,3998.777,14051.486499999999,16045.001816487205,-0.8939419549797082,True,7015.864375000001,12484.680156578495,-0.24166316935321894,False,True
2015-04-05,10363.902,15121.15925,15288.741667993967,1.5917679330455288,True,8190.285375000001,12274.687683408509,0.17708121632602028,False,True
2015-04-12,8418.293,6244.8355,3790.746987241479,-0.1877293899537067,False,8896.19025,12079.340150600869,-0.03956319170101586,False,False
2015-04-19,2198.37,6660.16725,3545.721292641729,-0.7388579846294254,False,9142.872500000001,11895.714245475698,-0.5837818862067242,False,False
2015-04-26,5660.104,5312.8947499999995,2554.6439359591654,1.574682150866324,False,9564.180125,11675.976819313059,-0.3343682661772955,False,False
2015-05-03,4974.812,4791.4375,1815.3943032420502,-0.12107410040522226,False,9682.190625000001,11616.680361434514,-0.40522580277130904,False,False
2015-05-10,6332.464,5233.8125,1009.6948769687913,0.27290518717089207,False,9956.298375,11492.420717682602,-0.31532385247820366,False,False
2015-05-17,3967.87,5379.2825,1126.7194978596149,-0.37340820255748786,False,5739.324,2624.3931110865506,-0.6749956751969155,False,False
2015-05-24,6241.984,5766.38775,1204.7288689909744,0.5731321842701502,False,6019.724875,2529.9983179388737,0.08784951492816384,False,False
2015-05-31,6523.233,6325.75875,1883.440029603882,0.04505762911279487,False,5539.64125,1864.8647466864445,0.5274332906703717,False,False
2015-06-07,8569.948,7504.61175,1301.4783862747279,0.31375776397991606,False,5558.598125,1898.769972545259,1.5859477022186907,False,False
2015-06-14,8683.282000000001,8728.976900000001,1888.8302288322764,0.01322458432653284,False,6369.212125000001,1623.6223906153598,1.4252512704773417,False,False
2015-06-21,11139.4446,8384.1579,2464.041386287751,0.28286108869895044,False,7054.129700000001,2297.5898716265206,1.7780870948512253,False,False
2015-06-28,5143.956999999999,7031.2709,3566.852701803791,-0.5382214118646454,False,7075.272825,2276.4024223642027,-0.84840703296836,False,False
2015-07-05,3158.4,6433.10765,3393.8929095266185,-0.38599797782135414,False,6678.514825,2667.39167438457,-1.3196842663956254,False,False
2015-07-12,6290.629,3995.1679999999997,2167.0256447636643,0.9917138424518743,False,6968.859700000001,2447.5441711017593,-0.2771066230419434,False,False
2015-07-19,1387.686,8106.69875,9214.670768646245,-0.7794042535333112,False,6362.072450000001,3153.4319793493028,-1.5774516408076906,False,False
2015-07-26,21590.079999999998,8131.013749999999,9197.37324242599,14.558332360490773,True,8245.428325,6246.129534628221,2.136467327649536,True,True
2015-08-02,3255.66,9921.8755,9414.426095809398,-0.8492057463427648,False,7581.142324999999,6484.720579318167,-0.667026785825643,False,False
2015-08-09,13454.076000000001,10371.9395,8899.391284136591,3.132518751958129,False,8177.491575,6811.678895279399,0.7746378691832871,False,False
2015-08-16,3187.942,6066.044,4954.9033892027965,-0.7630500972344738,False,7183.553749999999,6897.3279054398345,-0.5792985058530726,False,False
2015-08-23,4366.4980000000005,6477.602125,4705.765007430859,0.36969179489463744,False,7086.371375,6935.542192524633,-0.3921644911816084,False,False
2015-08-30,4901.8925,4172.795625000001,717.1448648048226,0.122614163569982,False,7304.3079375,6820.926168787314,-0.35221249696170265,False,False
2015-09-06,4234.85,10865.594375,12732.296659606787,-0.13607856557441833,False,7047.3355624999995,6902.804660115425,-0.4074409897111257,False,False
2015-09-13,29959.137,14945.427875000001,12569.179003336443,6.074426957271213,True,10618.7669375,10172.926399028975,1.9011609151469016,False,True
2015-09-20,20685.832000000002,18032.2882,10650.091321547094,-0.3095317799040739,False,10505.735937500001,10037.735240025593,1.0141825640017623,False,False
2015-09-27,17249.3338,19918.87045,7632.029666157475,-0.16612811125991944,False,12254.9451625,9810.544975185476,0.5090837104495898,False,False
